ORD-00026,2026-04-26 00:00:00.000,CUST-0046,Customer 046,Yangon,Yangon,Office Supplies,Office Chair,3,250300,0,0,0,0,Bank Transfer,Thiri,Cancelled
ORD-00027,2026-06-02 00:00:00.000,CUST-0191,Customer 191,Yangon,Yangon,Accessories,USB Drive,1,32300,0.05,0,0,0,Credit Card,Thiri,Cancelled
ORD-00028,2025-06-10 00:00:00.000,CUST-0032,Customer 032,Yangon,Mayangone,Office Supplies,Keyboard,7,47500,0.15,282625,182000,100625,KBZ Pay,May Zin,Completed
ORD-00029,2025-06-04 00:00:00.000,CUST-0099,Customer 099,Yangon,Hlaing,Furniture,Desk,1,320000,0.02,313600,210000,103600,KBZ Pay,Su Su,Completed
ORD-00030,2026-02-12 00:00:00.000,CUST-0115,Customer 115,Shan,Lashio,Electronics,Headphones,5,90400,0,452000,275000,177000,Credit Card,May Zin,Completed
ORD-00031,2025-05-23 00:00:00.000,CUST-0058,Customer 058,Yangon,Hlaing,Office Supplies,Mouse,6,27200,0,0,0,0,KBZ Pay,Kyaw Kyaw,Cancelled
ORD-00032,2025-11-01 00:00:00.000,CUST-0005,Customer 005,Yangon,Hlaing,Electronics,Monitor,4,408400,0.08,1502912,1200000,302912,Credit Card,May Zin,Completed
ORD-00033,2025-07-15 00:00:00.000,CUST-0145,Customer 145,Bago,Taungoo,Office Supplies,Mouse,4,26400,0.15,89760,60000,29760,Wave Money,Nandar,Completed
ORD-00034,2026-08-27 00:00:00.000,CUST-0122,Customer 122,Naypyidaw,Zabuthiri,Electronics,Laptop,6,1317200,0.08,7270944,5700000,1570944,KBZ Pay,Aung Aung,Completed
ORD-00035,2025-04-06 00:00:00.000,CUST-0247,Customer 247,Mandalay,Mandalay,Furniture,Desk,1,332600,0.08,305992,210000,95992,Bank Transfer,Min Min,Completed
ORD-00036,2025-03-17 00:00:00.000,CUST-0197,Customer 197,Mandalay,Chanmyathazi,Furniture,Desk,5,291000,0,1455000,1050000,405000,Credit Card,Htet Htet,Completed
ORD-00037,2025-08-06 00:00:00.000,CUST-0100,Customer 100,Bago,Bago,Office Supplies,Printer,6,376000,0.02,2210880,1680000,530880,Bank Transfer,Su Su,Completed
ORD-00038,2025-06-29 00:00:00.000,CUST-0241,Customer 241,Yangon,Hlaing,Accessories,Power Bank,1,90600,0.08,83352,58000,25352,KBZ Pay,Htet Htet,Completed
ORD-00039,2025-06-09 00:00:00.000,CUST-0161,Customer 161,Shan,Lashio,Office Supplies,Printer,1,398900,0.08,366988,280000,86988,Cash,Nandar,Completed
ORD-00040,2025-02-12 00:00:00.000,CUST-0008,Customer 008,Yangon,Yangon,Electronics,Smartphone,2,602100,0.05,1143990,940000,203990,KBZ Pay,Thiri,Completed
ORD-00041,2026-08-25 00:00:00.000,CUST-0217,Customer 217,Yangon,Tamwe,Electronics,Headphones,2,98000,0.05,-186200,-110000,-76200,Credit Card,Thiri,Returned
ORD-00042,2026-01-29 00:00:00.000,CUST-0012,Customer 012,Mandalay,Chanmyathazi,Accessories,Power Bank,4,88200,0.08,324576,232000,92576,Bank Transfer,Aung Aung,Completed
ORD-00043,2026-06-09 00:00:00.000,CUST-0019,Customer 019,Naypyidaw,Pyinmana,Electronics,Laptop,1,1251100,0.08,1151012,950000,201012,Wave Money,Aung Aung,Completed
ORD-00044,2026-01-31 00:00:00.000,CUST-0069,Customer 069,Shan,Muse,Electronics,Monitor,4,450200,0.15,1530680,1200000,330680,Bank Transfer,Min Min,Completed
ORD-00045,2026-01-31 00:00:00.000,CUST-0167,Customer 167,Yangon,Tamwe,Electronics,Laptop,7,1306300,0,-9144100,-6650000,-2494100,KBZ Pay,Kyaw Kyaw,Returned
ORD-00046,2025-08-11 00:00:00.000,CUST-0145,Customer 145,Yangon,Tamwe,Accessories,Laptop Bag,3,70400,0,211200,129000,82200,Credit Card,Thiri,Completed
ORD-00047,2025-08-18 00:00:00.000,CUST-0136,Customer 136,Yangon,Yangon,Electronics,Laptop,2,1328400,0,2656800,1900000,756800,Wave Money,Nandar,Completed
ORD-00048,2025-12-31 00:00:00.000,CUST-0189,Customer 189,Yangon,Mayangone,Electronics,Monitor,1,426200,0.02,417676,300000,117676,Wave Money,Htet Htet,Completed
ORD-00049,2025-07-01 00:00:00.000,CUST-0148,Customer 148,Naypyidaw,Zabuthiri,Accessories,Laptop Bag,6,74900,0,449400,258000,191400,KBZ Pay,Htet Htet,Completed
ORD-00050,2026-04-01 00:00:00.000,CUST-0056,Customer 056,Yangon,Yangon,Furniture,Meeting Table,5,498200,0.05,2366450,1825000,541450,Cash,Aung Aung,Completed
ORD-00051,2025-04-27 00:00:00.000,CUST-0164,Customer 164,Shan,Taunggyi,Accessories,USB Drive,7,34000,0.05,0,0,0,Bank Transfer,Min Min,Cancelled
ORD-00052,2026-06-16 00:00:00.000,CUST-0203,Customer 203,Yangon,Tamwe,Office Supplies,Keyboard,7,44700,0.05,297255,182000,115255,Cash,Htet Htet,Completed
ORD-00053,2025-11-26 00:00:00.000,CUST-0060,Customer 060,Shan,Lashio,Office Supplies,Office Chair,5,231500,0,1157500,825000,332500,KBZ Pay,Su Su,Completed
ORD-00054,2026-06-24 00:00:00.000,CUST-0220,Customer 220,Yangon,Yangon,Electronics,Monitor,6,388600,0.02,2284968,1800000,484968,Bank Transfer,Nandar,Completed
ORD-00055,2026-07-12 00:00:00.000,CUST-0109,Customer 109,Yangon,Hlaing,Accessories,Power Bank,5,91600,0.05,-435100,-290000,-145100,KBZ Pay,Thiri,Returned
ORD-00056,2025-04-29 00:00:00.000,CUST-0027,Customer 027,Mandalay,Amarapura,Furniture,Meeting Table,1,509700,0.08,468924,365000,103924,Wave Money,Aung Aung,Completed
ORD-00057,2026-04-06 00:00:00.000,CUST-0102,Customer 102,Yangon,Yangon,Office Supplies,Printer,5,353000,0.1,1588500,1400000,188500,Bank Transfer,Min Min,Completed
ORD-00058,2026-03-13 00:00:00.000,CUST-0173,Customer 173,Mandalay,Mandalay,Accessories,Webcam,3,81600,0.05,232560,156000,76560,Wave Money,Thiri,Completed
ORD-00059,2026-03-22 00:00:00.000,CUST-0050,Customer 050,Bago,Taungoo,Office Supplies,Office Chair,7,246600,0.05,1639890,1155000,484890,Wave Money,Htet Htet,Completed
ORD-00060,2025-02-23 00:00:00.000,CUST-0142,Customer 142,Shan,Lashio,Accessories,USB Drive,1,30100,0,30100,18000,12100,Bank Transfer,Su Su,Completed
ORD-00061,2025-03-16 00:00:00.000,CUST-0191,Customer 191,Yangon,Hlaing,Office Supplies,Keyboard,6,45800,0.05,261060,156000,105060,Wave Money,Su Su,Completed
ORD-00062,2025-11-04 00:00:00.000,CUST-0184,Customer 184,Mandalay,Mandalay,Furniture,Bookshelf,7,180700,0.08,1163708,805000,358708,KBZ Pay,Aung Aung,Completed
ORD-00063,2025-11-26 00:00:00.000,CUST-0111,Customer 111,Bago,Bago,Accessories,USB Drive,2,31100,0.05,59090,36000,23090,Wave Money,Aung Aung,Completed
ORD-00064,2025-07-02 00:00:00.000,CUST-0155,Customer 155,Mandalay,Chanmyathazi,Electronics,Headphones,4,90200,0.02,-353584,-220000,-133584,Wave Money,Thiri,Returned
ORD-00065,2025-03-02 00:00:00.000,CUST-0233,Customer 233,Yangon,Tamwe,Furniture,Bookshelf,4,175600,0,702400,460000,242400,Bank Transfer,Htet Htet,Completed
ORD-00066,2025-12-12 00:00:00.000,CUST-0063,Customer 063,Shan,Taunggyi,Office Supplies,Printer,3,352000,0.08,971520,840000,131520,Wave Money,Nandar,Completed
ORD-00067,2026-07-27 00:00:00.000,CUST-0028,Customer 028,Yangon,Mayangone,Furniture,Desk,3,294400,0,883200,630000,253200,KBZ Pay,May Zin,Completed
ORD-00068,2025-03-19 00:00:00.000,CUST-0237,Customer 237,Mandalay,Mandalay,Electronics,Monitor,3,434300,0.1,1172610,900000,272610,Credit Card,Su Su,Completed
ORD-00069,2026-05-21 00:00:00.000,CUST-0126,Customer 126,Yangon,Tamwe,Electronics,Laptop,7,1225500,0,8578500,6650000,1928500,KBZ Pay,Htet Htet,Completed
ORD-00070,2026-06-21 00:00:00.000,CUST-0111,Customer 111,Shan,Taunggyi,Furniture,Meeting Table,1,519900,0,519900,365000,154900,KBZ Pay,Nandar,Completed
ORD-00071,2026-01-04 00:00:00.000,CUST-0198,Customer 198,Mandalay,Amarapura,Electronics,Smartphone,4,665200,0.05,2527760,1880000,647760,Bank Transfer,Thiri,Completed
ORD-00072,2026-01-12 00:00:00.000,CUST-0247,Customer 247,Yangon,Hlaing,Electronics,Smartphone,7,648700,0.1,4086810,3290000,796810,Cash,Min Min,Completed
ORD-00073,2025-08-31 00:00:00.000,CUST-0094,Customer 094,Yangon,Yangon,Accessories,Laptop Bag,6,73800,0.15,-376380,-258000,-118380,Cash,Nandar,Returned
ORD-00074,2026-07-28 00:00:00.000,CUST-0019,Customer 019,Shan,Muse,Office Supplies,Keyboard,3,47400,0,0,0,0,Credit Card,Htet Htet,Cancelled
ORD-00075,2025-08-13 00:00:00.000,CUST-0003,Customer 003,Naypyidaw,Pyinmana,Furniture,Bookshelf,6,182300,0,1093800,690000,403800,Wave Money,Aung Aung,Completed
ORD-00076,2025-01-10 00:00:00.000,CUST-0203,Customer 203,Mandalay,Amarapura,Accessories,USB Drive,2,29900,0,59800,36000,23800,Cash,May Zin,Completed
ORD-00077,2026-07-04 00:00:00.000,CUST-0137,Customer 137,Mandalay,Amarapura,Electronics,Laptop,6,1299200,0.05,-7405440,-5700000,-1705440,Wave Money,Su Su,Returned
ORD-00078,2026-08-11 00:00:00.000,CUST-0030,Customer 030,Yangon,Yangon,Furniture,Bookshelf,4,189800,0,759200,460000,299200,Credit Card,Min Min,Completed
ORD-00079,2025-06-14 00:00:00.000,CUST-0125,Customer 125,Bago,Pyay,Office Supplies,Keyboard,4,43700,0.05,166060,104000,62060,Wave Money,Kyaw Kyaw,Completed
ORD-00080,2025-01-23 00:00:00.000,CUST-0039,Customer 039,Mandalay,Mandalay,Electronics,Laptop,7,1226800,0.05,-8158220,-6650000,-1508220,Wave Money,Min Min,Returned
ORD-00081,2025-07-17 00:00:00.000,CUST-0164,Customer 164,Shan,Muse,Furniture,Bookshelf,4,188500,0.05,716300,460000,256300,Wave Money,Thiri,Completed
ORD-00082,2026-07-04 00:00:00.000,CUST-0074,Customer 074,Naypyidaw,Naypyidaw,Electronics,Monitor,1,388700,0.05,369265,300000,69265,Wave Money,Aung Aung,Completed
ORD-00083,2025-04-28 00:00:00.000,CUST-0076,Customer 076,Bago,Pyay,Office Supplies,Printer,4,373800,0.08,1375584,1120000,255584,Credit Card,Thiri,Completed
ORD-00084,2025-05-10 00:00:00.000,CUST-0046,Customer 046,Yangon,Tamwe,Furniture,Bookshelf,3,182900,0.08,0,0,0,KBZ Pay,Min Min,Cancelled
ORD-00085,2026-01-31 00:00:00.000,CUST-0133,Customer 133,Shan,Lashio,Electronics,Laptop,7,1295200,0.05,8613080,6650000,1963080,Credit Card,Nandar,Completed
ORD-00086,2025-05-07 00:00:00.000,CUST-0151,Customer 151,Yangon,Mayangone,Office Supplies,Printer,6,354300,0,2125800,1680000,445800,Wave Money,Aung Aung,Completed
ORD-00087,2026-02-09 00:00:00.000,CUST-0175,Customer 175,Yangon,Mayangone,Electronics,Laptop,1,1324000,0.05,1257800,950000,307800,Bank Transfer,Aung Aung,Completed
ORD-00088,2025-11-05 00:00:00.000,CUST-0135,Customer 135,Yangon,Mayangone,Furniture,Bookshelf,1,168900,0.05,-160455,-115000,-45455,KBZ Pay,Su Su,Returned
ORD-00089,2026-04-20 00:00:00.000,CUST-0198,Customer 198,Naypyidaw,Naypyidaw,Office Supplies,Mouse,4,29800,0.02,116816,60000,56816,Credit Card,Thiri,Completed
ORD-00090,2025-06-10 00:00:00.000,CUST-0177,Customer 177,Yangon,Tamwe,Electronics,Smartphone,4,620100,0.05,0,0,0,Cash,Htet Htet,Cancelled
ORD-00091,2025-12-08 00:00:00.000,CUST-0062,Customer 062,Yangon,Yangon,Electronics,Monitor,1,407200,0.02,399056,300000,99056,Wave Money,Nandar,Completed
ORD-00092,2025-10-12 00:00:00.000,CUST-0246,Customer 246,Naypyidaw,Naypyidaw,Office Supplies,Office Chair,3,223300,0.08,616308,495000,121308,KBZ Pay,Htet Htet,Completed
ORD-00093,2025-04-23 00:00:00.000,CUST-0110,Customer 110,Mandalay,Amarapura,Furniture,Desk,5,288900,0.08,1328940,1050000,278940,Wave Money,Su Su,Completed
ORD-00094,2026-01-15 00:00:00.000,CUST-0072,Customer 072,Bago,Pyay,Electronics,Smartphone,7,666500,0,4665500,3290000,1375500,Wave Money,Kyaw Kyaw,Completed
ORD-00095,2025-08-27 00:00:00.000,CUST-0144,Customer 144,Mandalay,Chanmyathazi,Furniture,Meeting Table,2,545400,0.15,927180,730000,197180,Wave Money,Htet Htet,Completed
ORD-00096,2026-05-15 00:00:00.000,CUST-0112,Customer 112,Naypyidaw,Naypyidaw,Office Supplies,Mouse,2,25800,0,51600,30000,21600,Wave Money,Thiri,Completed
ORD-00097,2026-07-02 00:00:00.000,CUST-0020,Customer 020,Naypyidaw,Zabuthiri,Accessories,Laptop Bag,5,73100,0.02,358190,215000,143190,Credit Card,Thiri,Completed
ORD-00098,2025-09-13 00:00:00.000,CUST-0238,Customer 238,Mandalay,Amarapura,Accessories,Laptop Bag,4,80700,0.08,296976,172000,124976,Wave Money,May Zin,Completed
ORD-00099,2025-05-08 00:00:00.000,CUST-0238,Customer 238,Yangon,Hlaing,Electronics,Smartphone,1,654300,0.05,621585,470000,151585,Wave Money,Htet Htet,Completed
ORD-00100,2026-03-18 00:00:00.000,CUST-0017,Customer 017,Shan,Lashio,Electronics,Monitor,6,447800,0,2686800,1800000,886800,KBZ Pay,Thiri,Completed
ORD-00101,2025-06-02 00:00:00.000,CUST-0012,Customer 012,Mandalay,Chanmyathazi,Electronics,Smartphone,5,625400,0.02,3064460,2350000,714460,KBZ Pay,Thiri,Completed
ORD-00102,2026-03-31 00:00:00.000,CUST-0193,Customer 193,Mandalay,Mandalay,Office Supplies,Office Chair,6,240700,0,1444200,990000,454200,Wave Money,Min Min,Completed
ORD-00103,2025-10-19 00:00:00.000,CUST-0054,Customer 054,Bago,Bago,Office Supplies,Office Chair,3,234500,0.08,647220,495000,152220,Wave Money,Su Su,Completed
ORD-00104,2025-02-24 00:00:00.000,CUST-0235,Customer 235,Naypyidaw,Zabuthiri,Electronics,Headphones,1,91500,0.05,86925,55000,31925,Credit Card,Aung Aung,Completed
ORD-00105,2026-05-22 00:00:00.000,CUST-0171,Customer 171,Mandalay,Amarapura,Office Supplies,Keyboard,5,43900,0.02,215110,130000,85110,Bank Transfer,Nandar,Completed
ORD-00106,2025-02-11 00:00:00.000,CUST-0101,Customer 101,Mandalay,Chanmyathazi,Furniture,Desk,4,319700,0.02,1253224,840000,413224,Wave Money,Htet Htet,Completed
ORD-00107,2025-01-17 00:00:00.000,CUST-0215,Customer 215,Shan,Muse,Office Supplies,Office Chair,6,257600,0.08,1421952,990000,431952,Cash,Thiri,Completed
ORD-00108,2026-01-09 00:00:00.000,CUST-0016,Customer 016,Naypyidaw,Naypyidaw,Accessories,Power Bank,7,92800,0,649600,406000,243600,KBZ Pay,May Zin,Completed
ORD-00109,2026-02-05 00:00:00.000,CUST-0059,Customer 059,Yangon,Yangon,Office Supplies,Mouse,6,26300,0.08,145176,90000,55176,KBZ Pay,May Zin,Completed
ORD-00110,2026-04-22 00:00:00.000,CUST-0108,Customer 108,Mandalay,Amarapura,Electronics,Monitor,2,421500,0.05,800850,600000,200850,Wave Money,Htet Htet,Completed
ORD-00111,2025-04-08 00:00:00.000,CUST-0214,Customer 214,Shan,Muse,Electronics,Monitor,7,390800,0.02,2680888,2100000,580888,Bank Transfer,Aung Aung,Completed
ORD-00112,2026-02-01 00:00:00.000,CUST-0141,Customer 141,Naypyidaw,Naypyidaw,Office Supplies,Keyboard,2,41600,0.1,74880,52000,22880,Bank Transfer,Su Su,Completed
ORD-00113,2026-02-20 00:00:00.000,CUST-0016,Customer 016,Shan,Muse,Accessories,Power Bank,5,93800,0.05,445550,290000,155550,Cash,Nandar,Completed
ORD-00114,2025-08-27 00:00:00.000,CUST-0068,Customer 068,Yangon,Hlaing,Office Supplies,Mouse,4,29100,0.02,114072,60000,54072,KBZ Pay,Su Su,Completed
ORD-00115,2025-10-20 00:00:00.000,CUST-0250,Customer 250,Yangon,Yangon,Accessories,Laptop Bag,1,70300,0.02,68894,43000,25894,Wave Money,Thiri,Completed
ORD-00116,2025-03-02 00:00:00.000,CUST-0199,Customer 199,Yangon,Mayangone,Office Supplies,Office Chair,7,257100,0.05,1709715,1155000,554715,Cash,Htet Htet,Completed
ORD-00117,2026-07-25 00:00:00.000,CUST-0169,Customer 169,Mandalay,Mandalay,Office Supplies,Printer,3,380800,0.02,1119552,840000,279552,KBZ Pay,Aung Aung,Completed
ORD-00118,2026-05-21 00:00:00.000,CUST-0061,Customer 061,Bago,Taungoo,Furniture,Bookshelf,7,171800,0.05,1142470,805000,337470,Cash,Min Min,Completed
ORD-00119,2026-05-05 00:00:00.000,CUST-0068,Customer 068,Mandalay,Amarapura,Furniture,Meeting Table,3,497100,0.02,1461474,1095000,366474,Cash,Kyaw Kyaw,Completed
ORD-00120,2025-12-23 00:00:00.000,CUST-0009,Customer 009,Yangon,Yangon,Office Supplies,Mouse,4,27900,0,111600,60000,51600,KBZ Pay,May Zin,Completed
ORD-00121,2025-02-09 00:00:00.000,CUST-0146,Customer 146,Shan,Muse,Electronics,Headphones,4,93100,0.02,364952,220000,144952,KBZ Pay,Kyaw Kyaw,Completed
ORD-00122,2025-02-06 00:00:00.000,CUST-0186,Customer 186,Yangon,Yangon,Accessories,USB Drive,1,29800,0.1,26820,18000,8820,Wave Money,Min Min,Completed
ORD-00123,2026-07-22 00:00:00.000,CUST-0059,Customer 059,Naypyidaw,Pyinmana,Accessories,USB Drive,6,32100,0.1,173340,108000,65340,Wave Money,Nandar,Completed
ORD-00124,2025-12-29 00:00:00.000,CUST-0249,Customer 249,Yangon,Yangon,Furniture,Meeting Table,3,541000,0,-1623000,-1095000,-528000,KBZ Pay,Min Min,Returned
ORD-00125,2025-01-31 00:00:00.000,CUST-0221,Customer 221,Bago,Taungoo,Furniture,Desk,6,330300,0,1981800,1260000,721800,Bank Transfer,Htet Htet,Completed
ORD-00126,2025-10-22 00:00:00.000,CUST-0163,Customer 163,Yangon,Yangon,Office Supplies,Printer,1,388000,0.02,380240,280000,100240,Bank Transfer,Nandar,Completed
ORD-00127,2025-11-22 00:00:00.000,CUST-0022,Customer 022,Yangon,Tamwe,Office Supplies,Office Chair,2,233900,0.05,-444410,-330000,-114410,Bank Transfer,Htet Htet,Returned
ORD-00128,2026-04-29 00:00:00.000,CUST-0210,Customer 210,Yangon,Tamwe,Electronics,Headphones,6,98200,0.05,559740,330000,229740,Wave Money,Su Su,Completed
ORD-00129,2025-09-27 00:00:00.000,CUST-0134,Customer 134,Shan,Taunggyi,Office Supplies,Mouse,3,28400,0.02,83496,45000,38496,Cash,May Zin,Completed
ORD-00130,2025-03-20 00:00:00.000,CUST-0233,Customer 233,Bago,Pyay,Furniture,Bookshelf,2,173500,0.15,294950,230000,64950,Bank Transfer,May Zin,Completed
ORD-00131,2025-09-28 00:00:00.000,CUST-0081,Customer 081,Bago,Bago,Electronics,Headphones,2,99100,0.02,194236,110000,84236,Wave Money,Kyaw Kyaw,Completed
ORD-00132,2026-03-16 00:00:00.000,CUST-0001,Customer 001,Mandalay,Mandalay,Accessories,USB Drive,3,34400,0.08,94944,54000,40944,Wave Money,Su Su,Completed
ORD-00133,2026-06-11 00:00:00.000,CUST-0174,Customer 174,Naypyidaw,Pyinmana,Electronics,Laptop,4,1262600,0.05,4797880,3800000,997880,Credit Card,Aung Aung,Completed
ORD-00134,2026-08-28 00:00:00.000,CUST-0122,Customer 122,Bago,Pyay,Office Supplies,Keyboard,4,41500,0.08,152720,104000,48720,Credit Card,Min Min,Completed
ORD-00135,2026-07-12 00:00:00.000,CUST-0188,Customer 188,Mandalay,Amarapura,Electronics,Laptop,6,1287100,0.05,7336470,5700000,1636470,Cash,May Zin,Completed
ORD-00136,2026-05-16 00:00:00.000,CUST-0110,Customer 110,Yangon,Mayangone,Office Supplies,Office Chair,5,226500,0.05,1075875,825000,250875,KBZ Pay,May Zin,Completed
ORD-00137,2025-06-15 00:00:00.000,CUST-0076,Customer 076,Yangon,Yangon,Furniture,Bookshelf,1,166700,0.05,158365,115000,43365,Cash,Aung Aung,Completed
ORD-00138,2025-02-15 00:00:00.000,CUST-0002,Customer 002,Yangon,Mayangone,Office Supplies,Office Chair,4,234100,0.08,-861488,-660000,-201488,Cash,Aung Aung,Returned
ORD-00139,2026-08-12 00:00:00.000,CUST-0119,Customer 119,Yangon,Hlaing,Electronics,Smartphone,7,618900,0.08,3985716,3290000,695716,KBZ Pay,Htet Htet,Completed
ORD-00140,2025-11-01 00:00:00.000,CUST-0204,Customer 204,Shan,Taunggyi,Furniture,Bookshelf,1,192600,0,192600,115000,77600,KBZ Pay,Nandar,Completed
ORD-00141,2025-11-14 00:00:00.000,CUST-0127,Customer 127,Bago,Pyay,Furniture,Meeting Table,3,552800,0.05,1575480,1095000,480480,KBZ Pay,Min Min,Completed
ORD-00142,2025-05-07 00:00:00.000,CUST-0122,Customer 122,Mandalay,Amarapura,Office Supplies,Keyboard,6,45700,0.08,252264,156000,96264,Wave Money,Min Min,Completed
ORD-00143,2026-07-21 00:00:00.000,CUST-0211,Customer 211,Mandalay,Mandalay,Electronics,Monitor,5,430700,0.05,2045825,1500000,545825,KBZ Pay,Kyaw Kyaw,Completed
ORD-00144,2026-07-03 00:00:00.000,CUST-0135,Customer 135,Shan,Taunggyi,Office Supplies,Office Chair,2,236300,0.02,463148,330000,133148,Cash,Htet Htet,Completed
ORD-00145,2025-06-08 00:00:00.000,CUST-0164,Customer 164,Mandalay,Mandalay,Electronics,Headphones,6,102400,0,-614400,-330000,-284400,Cash,Su Su,Returned
ORD-00146,2025-04-27 00:00:00.000,CUST-0012,Customer 012,Yangon,Mayangone,Accessories,Webcam,4,83900,0.02,328888,208000,120888,Bank Transfer,Min Min,Completed
ORD-00147,2025-08-25 00:00:00.000,CUST-0014,Customer 014,Mandalay,Mandalay,Furniture,Meeting Table,2,538000,0.1,968400,730000,238400,Credit Card,Kyaw Kyaw,Completed
ORD-00148,2025-01-02 00:00:00.000,CUST-0084,Customer 084,Yangon,Yangon,Electronics,Laptop,6,1169500,0.05,6666150,5700000,966150,Cash,Su Su,Completed
ORD-00149,2025-05-25 00:00:00.000,CUST-0045,Customer 045,Yangon,Yangon,Office Supplies,Mouse,5,25800,0.05,122550,75000,47550,Credit Card,May Zin,Completed
ORD-00150,2025-10-30 00:00:00.000,CUST-0020,Customer 020,Yangon,Hlaing,Electronics,Smartphone,2,644700,0.08,1186248,940000,246248,Bank Transfer,Nandar,Completed
ORD-00151,2026-05-28 00:00:00.000,CUST-0120,Customer 120,Yangon,Hlaing,Electronics,Laptop,3,1297300,0.08,3580548,2850000,730548,Cash,Htet Htet,Completed
